,iid,age,dominant_race,dominant_emotion
2113,384,33,latino hispanic,happy
2114,385,31,white,happy
2115,386,24,white,neutral
2116,1994,27,latino hispanic,happy
2117,1995,25,latino hispanic,neutral
2118,1996,28,asian,neutral
2119,1997,28,asian,happy
2120,1998,26,latino hispanic,happy
2121,1999,25,latino hispanic,happy
2122,2000,27,asian,happy
2123,2611,28,white,neutral
2124,2612,34,white,happy
2125,2613,40,white,neutral
2126,2614,32,white,happy
2127,2615,31,white,neutral
2128,2616,30,white,happy
2129,2617,30,white,neutral
2130,2618,29,latino hispanic,happy
2131,2619,29,white,happy
2132,2620,32,white,happy
2133,2621,31,white,fear
2134,2622,31,white,happy
2135,2624,32,white,happy
2136,2625,32,white,happy
2137,2626,32,white,happy
2138,2627,33,white,happy
2139,2628,32,white,happy
2140,2629,32,white,happy
2141,2630,31,white,happy
2142,2631,30,white,happy
2143,2592,32,white,happy
2144,2593,36,white,happy
2145,2594,32,white,happy
2146,2595,27,white,happy
2147,2597,33,white,happy
2148,2598,31,white,neutral
2149,2599,35,white,disgust
2150,2600,33,white,neutral
2151,2601,33,white,happy
2152,2602,32,white,happy
2153,2604,27,white,happy
2154,2605,32,white,neutral
2155,2606,32,white,happy
2156,2607,33,white,happy
2157,4352,55,white,happy
2158,4353,43,white,happy
2159,4356,56,white,happy
2160,4013,30,white,happy
2161,4014,24,white,happy
2162,4016,31,latino hispanic,happy
2163,4017,32,white,neutral
2164,4018,30,white,happy
2165,4019,31,white,happy
2166,4020,27,white,happy
2167,4021,28,white,happy
2168,4022,31,white,happy
2169,4023,23,white,happy
2170,3345,24,white,happy
2171,3346,30,white,neutral
2172,3347,29,white,neutral
2173,3348,24,white,happy
2174,3349,31,white,neutral
2175,3350,33,white,neutral
2176,3351,28,white,happy
2177,3352,31,white,happy
2178,3353,31,white,neutral
2179,3354,25,white,happy
2180,3356,27,white,angry
2181,3358,30,white,happy
2182,3359,28,white,neutral
2183,3361,34,white,happy
2184,467,32,white,happy
2185,469,31,white,happy
2186,471,31,white,happy
2187,472,29,white,neutral
2188,473,33,white,happy
2189,474,30,white,sad
2190,475,29,white,happy
2191,478,30,white,sad
2192,4425,31,white,happy
2193,4426,31,white,happy
2194,4427,30,white,happy
2195,4428,29,white,happy
2196,4429,29,white,happy
2197,2918,24,latino hispanic,fear
2198,2921,24,white,sad
2199,2922,30,white,happy
2200,2399,47,white,happy
2201,2400,43,middle eastern,happy
2202,2401,38,latino hispanic,happy
2203,2402,35,white,happy
2204,2403,44,middle eastern,fear
2205,137,26,white,neutral
2206,4222,31,white,happy
2207,4223,28,white,happy
2208,4224,25,white,happy
2209,4226,34,white,happy
2210,4228,30,white,happy
2211,4229,27,white,happy
2212,4232,30,white,happy
2213,4233,27,white,happy
2214,4234,30,white,happy
2215,4235,28,white,happy
2216,3032,32,white,happy
2217,3033,26,white,neutral
2218,3034,32,asian,happy
2219,3035,27,white,neutral
2220,3036,28,white,happy
2221,3037,26,white,happy
2222,3038,27,white,neutral
2223,3039,28,white,neutral
2224,5455,37,latino hispanic,happy
2225,5456,42,latino hispanic,happy
2226,5457,39,latino hispanic,happy
2227,5458,42,indian,happy
2228,5459,43,latino hispanic,happy
2229,5460,36,latino hispanic,neutral
2230,5461,41,latino hispanic,happy
2231,5462,34,latino hispanic,happy
2232,5463,42,white,happy
2233,5464,30,white,happy
2234,5465,30,latino hispanic,happy
2235,5466,34,white,happy
2236,5467,34,middle eastern,neutral
2237,5468,30,middle eastern,happy
2238,5469,34,middle eastern,neutral
2239,5470,33,middle eastern,neutral
2240,5471,34,white,neutral
2241,5472,35,indian,happy
2242,89,23,asian,neutral
2243,2805,23,white,fear
2244,2807,22,white,neutral
2245,4656,23,white,neutral
2246,4658,25,white,happy
2247,2896,25,white,neutral
2248,2897,28,white,happy
2249,2898,23,white,sad
2250,2899,28,white,neutral
2251,2900,29,white,happy
2252,2160,33,latino hispanic,fear
2253,2161,27,white,happy
2254,2162,25,latino hispanic,happy
2255,2163,26,white,happy
2256,2164,27,white,happy
2257,2165,25,white,happy
2258,2166,35,latino hispanic,happy
2259,2167,36,white,happy
2260,2168,25,latino hispanic,neutral
2261,2169,24,white,happy
2262,2170,23,white,happy
2263,2171,27,white,neutral
2264,2172,25,latino hispanic,happy
2265,2173,24,white,neutral
2266,2174,24,white,neutral
2267,2175,24,white,happy
2268,2176,23,white,happy
2269,2177,25,white,angry
2270,192,26,indian,angry
2271,4357,25,white,happy
2272,4358,32,white,happy
2273,4359,35,white,happy
2274,4360,35,white,happy
2275,4361,32,white,happy
2276,4362,29,white,angry
2277,4363,33,white,happy
2278,4364,33,white,happy
2279,4365,31,white,happy
2280,4366,30,white,happy
2281,4367,31,white,happy
2282,4368,33,white,happy
2283,4369,29,white,happy
2284,4370,23,white,neutral
2285,4371,29,white,happy
2286,4372,31,white,happy
2287,4373,30,white,happy
2288,4374,32,white,fear
2289,4376,22,white,happy
2290,1421,42,latino hispanic,neutral
2291,1422,32,middle eastern,happy
2292,1423,33,white,happy
2293,1424,34,white,happy
2294,1425,38,white,happy
2295,2088,26,asian,happy
2296,2089,31,asian,happy
2297,2090,28,white,happy
2298,2091,31,white,neutral
2299,2092,28,white,fear
2300,286,32,white,happy
2301,287,30,white,happy
2302,288,34,latino hispanic,happy
2303,289,30,white,neutral
2304,290,30,white,happy
2305,2790,26,white,sad
2306,2791,33,white,happy
2307,2792,32,white,happy
2308,2793,27,white,neutral
2309,2795,30,white,happy
2310,2796,25,white,happy
2311,2800,32,white,happy
2312,2801,27,white,happy
2313,2802,28,white,happy
2314,5473,33,white,happy
2315,5474,32,white,neutral
2316,5475,33,white,neutral
2317,5476,40,white,happy
2318,5477,27,white,neutral
2319,5478,31,white,happy
2320,5480,36,white,happy
2321,642,27,white,neutral
2322,643,26,white,happy
2323,644,28,white,happy
2324,645,25,white,happy
2325,647,26,white,happy
2326,648,29,white,fear
2327,649,29,white,neutral
2328,1958,26,asian,happy
2329,1959,28,latino hispanic,neutral
2330,1960,31,white,happy
2331,1961,26,asian,happy
2332,1962,30,asian,neutral
2333,1963,30,asian,neutral
2334,1964,28,white,neutral
2335,1965,29,white,neutral
2336,1966,31,white,happy
2337,1967,31,white,neutral
2338,1968,31,asian,neutral
2339,1969,31,asian,happy
2340,1970,30,asian,happy
2341,1971,24,asian,happy
2342,1972,32,asian,happy
2343,1973,32,white,happy
2344,881,35,white,neutral
2345,882,47,white,happy
2346,883,30,white,angry
2347,885,23,white,happy
2348,4956,38,white,neutral
2349,4957,44,white,sad
2350,4958,51,white,happy
2351,4959,46,white,neutral
2352,4960,45,white,fear
2353,5481,30,white,happy
2354,5482,33,white,neutral
2355,5483,27,white,fear
2356,5484,31,asian,neutral
2357,5485,31,white,neutral
2358,5486,28,asian,happy
2359,5487,30,white,neutral
2360,5489,30,white,happy
2361,5490,30,white,neutral
2362,5491,24,white,happy
2363,5492,28,white,happy
2364,5493,26,white,happy
2365,5494,32,white,happy
2366,5495,26,white,happy
2367,5496,23,white,happy
2368,5497,27,white,neutral
2369,5498,26,white,happy
2370,5499,27,white,happy
2371,5500,25,white,happy
2372,5501,28,white,happy
2373,5502,26,white,happy
2374,5503,24,white,happy
2375,2093,25,white,neutral
2376,2095,29,white,neutral
2377,2096,28,white,happy
2378,2097,31,white,happy
2379,5504,32,white,happy
2380,5505,33,white,neutral
2381,5506,30,white,happy
2382,5507,32,white,happy
2383,5508,32,middle eastern,sad
2384,5509,32,white,happy
2385,5510,27,white,happy
2386,5511,29,white,happy
2387,5512,31,white,happy
2388,5513,30,white,happy
2389,5514,34,white,happy
2390,5516,32,white,happy
2391,5517,34,white,happy
2392,5518,33,white,happy
2393,5519,32,white,happy
2394,2830,33,white,happy
2395,2831,31,white,happy
2396,2363,31,white,happy
2397,2365,40,white,sad
2398,5520,27,white,neutral
2399,5521,32,white,neutral
2400,5522,34,white,happy
2401,5523,25,white,sad
2402,5524,32,white,happy
2403,5527,31,white,happy
2404,5531,30,white,happy
2405,5533,28,white,happy
2406,5534,25,white,happy
2407,5535,28,white,happy
2408,5536,28,white,happy
2409,5537,25,white,happy
2410,5538,23,white,happy
2411,5539,30,white,happy
2412,5540,24,white,happy
2413,3623,38,white,happy
2414,3627,25,white,happy
2415,5542,36,indian,happy
2416,5543,39,indian,neutral
2417,5544,33,indian,happy
2418,5545,49,indian,happy
2419,5546,31,indian,happy
2420,5547,38,indian,fear
2421,5548,40,indian,happy
2422,5549,45,indian,happy
2423,5550,26,indian,happy
2424,5551,33,indian,neutral
2425,5552,45,indian,neutral
2426,5553,47,middle eastern,angry
2427,5554,43,indian,happy
2428,5555,41,indian,happy
2429,5556,47,indian,happy
2430,5557,46,indian,neutral
2431,5558,46,indian,neutral
2432,5559,45,latino hispanic,neutral
2433,5560,28,white,happy
2434,5561,38,middle eastern,happy
2435,5563,38,middle eastern,happy
2436,5564,30,white,happy
2437,5565,25,white,happy
2438,5566,32,indian,neutral
2439,2058,29,white,happy
2440,2059,25,white,happy
2441,2061,28,white,happy
2442,2062,31,white,happy
2443,2064,24,white,happy
2444,2067,26,asian,happy
2445,2068,26,white,happy
2446,2069,27,white,happy
2447,2070,29,white,happy
2448,2071,31,asian,happy
2449,2072,31,white,happy
2450,4961,37,white,happy
2451,4963,43,white,neutral
2452,4964,28,white,happy
2453,4965,43,white,happy
2454,4966,39,white,happy
2455,4967,24,white,happy
2456,4968,34,white,happy
2457,5567,41,white,happy
2458,5568,37,white,happy
2459,5569,34,latino hispanic,sad
2460,5570,37,white,happy
2461,5571,40,white,neutral
2462,5572,39,white,happy
2463,5573,45,latino hispanic,happy
2464,5574,33,white,happy
2465,5575,37,white,happy
2466,5576,28,white,neutral
2467,5577,28,white,neutral
2468,5578,39,white,happy
2469,556,22,white,happy
2470,558,26,white,fear
2471,559,28,white,happy
2472,561,23,white,happy
2473,562,30,white,happy
2474,564,28,white,neutral
2475,566,30,white,neutral
2476,568,30,white,happy
2477,5579,28,white,neutral
2478,5580,33,white,happy
2479,5581,28,white,fear
2480,5582,30,white,neutral
2481,5583,32,white,happy
2482,5584,32,white,neutral
2483,5585,30,latino hispanic,sad
2484,5586,31,white,neutral
2485,4057,23,latino hispanic,happy
2486,4061,23,white,happy
2487,4063,26,white,happy
2488,4064,26,white,happy
2489,4065,24,white,angry
2490,4066,29,latino hispanic,neutral
2491,4067,23,white,happy
2492,4068,33,white,happy
2493,4069,44,white,neutral
2494,4070,31,latino hispanic,happy
2495,4071,45,white,happy
2496,4072,34,latino hispanic,happy
2497,4073,32,white,angry
2498,2098,29,white,happy
2499,2099,33,latino hispanic,fear
2500,2100,33,latino hispanic,sad
2501,2101,26,latino hispanic,angry
2502,2102,29,latino hispanic,happy
2503,2103,31,latino hispanic,happy
2504,2104,34,white,happy
2505,2105,26,white,happy
2506,2106,23,white,happy
2507,347,31,white,happy
2508,348,31,white,happy
2509,349,30,white,happy
2510,350,32,white,sad
2511,351,31,white,happy
2512,352,30,white,neutral
2513,353,31,white,happy
2514,354,26,white,neutral
2515,355,31,white,neutral
2516,356,30,white,happy
2517,357,31,white,neutral
2518,358,29,white,fear
2519,359,31,white,happy
2520,360,31,white,neutral
2521,361,32,white,neutral
2522,363,29,white,angry
2523,3543,34,white,happy
2524,5587,33,white,happy
2525,5588,38,white,happy
2526,5589,41,white,happy
2527,5590,41,white,happy
2528,5591,45,white,happy
2529,5592,38,white,happy
2530,5593,46,white,happy
2531,5594,38,white,happy
2532,5595,36,white,neutral
2533,5596,46,white,happy
2534,5597,40,white,happy
2535,5598,39,white,happy
2536,5599,47,white,happy
2537,4011,36,latino hispanic,sad
2538,2475,23,white,neutral
2539,2476,24,white,neutral
2540,2477,31,white,happy
2541,2478,24,middle eastern,happy
2542,2479,23,white,happy
2543,2481,25,white,neutral
2544,2482,28,white,neutral
2545,2483,27,white,neutral
2546,2484,23,middle eastern,happy
2547,2459,25,white,neutral
2548,2460,24,white,fear
2549,2462,39,white,neutral
2550,2463,32,white,sad
2551,2465,38,white,happy
2552,2466,35,white,happy
2553,2467,42,latino hispanic,fear
2554,2468,44,white,happy
2555,2471,40,white,happy
2556,2472,36,white,happy
2557,2473,36,white,happy
2558,2474,33,middle eastern,happy
2559,5600,27,white,happy
2560,5601,40,white,surprise
2561,5602,39,white,happy
2562,5603,36,white,happy
2563,5604,32,white,happy
2564,2578,39,latino hispanic,happy
2565,2579,29,middle eastern,happy
2566,2580,34,white,happy
2567,2581,36,latino hispanic,happy
2568,2582,30,middle eastern,happy
2569,2583,42,white,happy
2570,2586,39,white,happy
2571,2588,43,white,happy
2572,2589,32,white,happy
2573,2590,40,white,angry
2574,2591,44,white,happy
2575,706,33,white,happy
2576,708,37,white,happy
2577,710,30,latino hispanic,happy
2578,2192,26,white,happy
2579,2193,24,white,neutral
2580,2194,24,latino hispanic,neutral
2581,2195,33,white,neutral
2582,2196,33,white,happy
2583,2197,27,white,happy
2584,2198,33,white,neutral
2585,2199,33,white,neutral
2586,2200,33,white,neutral
2587,5605,44,indian,happy
2588,5606,48,latino hispanic,fear
2589,5607,44,white,sad
2590,5608,34,black,neutral
2591,5609,47,black,neutral
2592,5610,34,latino hispanic,surprise
2593,5611,39,indian,angry
2594,5612,48,indian,sad
2595,5613,30,middle eastern,happy
2596,5614,23,indian,happy
2597,5615,24,indian,angry
2598,5616,34,latino hispanic,happy
2599,5617,30,indian,happy
2600,5618,47,latino hispanic,happy
2601,5619,35,indian,neutral
2602,5620,26,indian,neutral
2603,5621,41,indian,happy
2604,5622,27,indian,angry
2605,5623,21,white,neutral
2606,5624,31,indian,neutral
2607,5625,27,latino hispanic,neutral
2608,5626,23,middle eastern,neutral
2609,5627,26,middle eastern,neutral
2610,5628,25,white,happy
2611,5629,24,middle eastern,neutral
2612,5630,30,indian,neutral
2613,5631,25,latino hispanic,neutral
2614,5632,22,middle eastern,neutral
2615,5633,33,asian,fear
2616,5634,51,white,neutral
2617,5635,39,white,happy
2618,5636,37,white,happy
2619,5637,45,white,happy
2620,5638,47,white,sad
2621,5639,44,white,sad
2622,5640,45,black,happy
2623,2903,37,white,happy
2624,791,37,white,neutral
2625,792,41,white,angry
2626,793,39,white,happy
2627,795,36,white,happy
2628,796,38,white,happy
2629,2115,31,latino hispanic,happy
2630,2116,28,white,happy
2631,2117,30,white,happy
2632,2118,33,white,happy
2633,2119,25,white,happy
2634,2120,27,latino hispanic,neutral
2635,2121,33,white,happy
2636,2122,26,latino hispanic,happy
2637,2123,25,white,happy
2638,5641,30,white,neutral
2639,5642,32,white,happy
2640,5647,33,white,neutral
2641,2504,31,asian,happy
2642,2505,33,latino hispanic,neutral
2643,2506,32,asian,happy
2644,2507,31,asian,happy
2645,2508,31,asian,neutral
2646,850,31,white,happy
2647,851,37,white,neutral
2648,854,30,white,happy
2649,3945,36,asian,happy
2650,3946,45,asian,sad
2651,3947,42,asian,happy
2652,3948,48,asian,fear
2653,3949,39,asian,happy
2654,4526,28,latino hispanic,neutral
2655,4527,31,latino hispanic,happy
2656,4528,32,white,happy
2657,4530,32,latino hispanic,happy
2658,4531,31,latino hispanic,happy
2659,4532,33,black,happy
2660,4533,33,white,happy
2661,5648,37,white,angry
2662,5649,36,white,happy
2663,5650,33,white,happy
2664,5651,32,white,happy
2665,5652,37,white,happy
2666,5653,33,white,happy
2667,5654,34,white,happy
2668,5655,33,white,happy
2669,5656,32,white,happy
2670,5657,40,white,happy
2671,5659,42,white,happy
2672,5660,39,middle eastern,happy
2673,5661,35,middle eastern,sad
2674,951,33,white,fear
2675,953,31,white,neutral
2676,954,39,white,neutral
2677,1332,29,white,happy
2678,1333,28,white,happy
2679,1334,25,white,neutral
2680,1335,24,white,happy
2681,3561,32,white,neutral
2682,3562,27,white,happy
2683,3566,31,white,sad
2684,3568,26,white,happy
2685,3571,33,white,happy
2686,3572,33,white,happy
2687,2367,28,white,happy
2688,2368,30,white,happy
2689,2369,28,white,neutral
2690,2370,33,white,neutral
2691,2371,32,white,neutral
2692,2372,31,white,happy
2693,2373,20,white,happy
2694,5662,33,white,happy
2695,5663,33,white,happy
2696,5664,33,white,happy
2697,5665,33,white,happy
2698,5666,33,white,happy
2699,5667,33,white,happy
2700,5668,39,white,happy
2701,5669,33,white,happy
2702,5670,32,white,happy
2703,5671,32,white,happy
2704,5672,35,white,happy
2705,5673,33,latino hispanic,happy
2706,5674,33,white,happy
2707,4074,34,white,happy
2708,4075,25,white,happy
2709,4076,38,white,happy
2710,4077,26,white,happy
2711,4078,33,white,happy
2712,4459,33,white,happy
2713,4460,34,white,happy
2714,4461,33,white,happy
2715,4462,33,white,happy
2716,4463,33,white,happy
2717,5675,27,white,happy
2718,5676,34,white,happy
2719,5677,39,white,happy
2720,5678,38,white,happy
2721,2073,26,white,happy
2722,2075,28,white,happy
2723,2076,25,white,happy
2724,2079,33,white,neutral
2725,2080,37,white,happy
2726,5679,31,white,happy
2727,5680,32,white,happy
2728,5681,37,white,neutral
2729,5682,34,white,happy
2730,5683,38,white,happy
2731,4969,39,white,happy
2732,4970,33,white,happy
2733,4971,37,white,happy
2734,4972,41,white,happy
2735,4973,39,white,happy
2736,4974,25,white,happy
2737,4505,46,white,neutral
2738,4506,46,white,sad
2739,4507,43,white,neutral
2740,4509,41,white,fear
2741,4510,35,white,happy
2742,4511,36,white,fear
2743,4102,34,middle eastern,fear
2744,4104,34,white,angry
2745,3447,27,latino hispanic,happy
2746,3448,30,latino hispanic,neutral
2747,3450,30,latino hispanic,happy
2748,3452,37,latino hispanic,happy
2749,3453,30,latino hispanic,happy
2750,3454,29,latino hispanic,happy
2751,3455,36,latino hispanic,happy
2752,3456,33,latino hispanic,fear
2753,3457,31,latino hispanic,happy
2754,3458,35,latino hispanic,angry
2755,3459,25,latino hispanic,neutral
2756,3460,30,latino hispanic,happy
2757,3461,30,latino hispanic,happy
2758,3462,24,latino hispanic,neutral
2759,3463,35,latino hispanic,sad
2760,3464,41,white,happy
2761,5684,26,white,happy
2762,5685,33,white,angry
2763,5686,33,white,happy
2764,5687,23,white,happy
2765,5688,34,white,happy
2766,5689,26,latino hispanic,happy
2767,5690,28,white,happy
2768,5691,31,white,happy
2769,5692,39,white,happy
2770,5693,28,white,happy
2771,3505,26,white,happy
2772,3506,34,latino hispanic,sad
2773,3507,29,white,happy
2774,202,22,asian,fear
2775,5694,29,white,fear
2776,5695,32,latino hispanic,angry
2777,5696,25,white,neutral
2778,5697,33,white,sad
2779,5698,25,white,sad
2780,5699,28,white,neutral
2781,5700,26,white,neutral
2782,5701,27,white,neutral
2783,5702,27,white,sad
2784,5703,31,white,sad
2785,5704,26,white,neutral
2786,5705,31,white,happy
2787,5706,26,white,neutral
2788,5707,26,white,happy
2789,5708,28,white,sad
2790,5709,25,white,happy
2791,4435,39,white,happy
2792,4436,41,white,happy
2793,4437,38,white,happy
2794,4438,39,white,happy
2795,4439,43,white,happy
2796,5710,32,white,happy
2797,5711,24,white,happy
2798,5712,25,white,neutral
2799,5713,30,latino hispanic,happy
2800,5714,25,white,happy
2801,5715,44,white,happy
2802,5716,24,latino hispanic,happy
2803,5717,24,latino hispanic,happy
2804,5718,24,white,happy
2805,5719,23,latino hispanic,happy
2806,5720,23,latino hispanic,happy
2807,5721,31,white,angry
2808,5722,28,latino hispanic,happy
2809,5723,25,latino hispanic,happy
2810,5724,23,latino hispanic,happy
2811,4584,27,white,happy
2812,4587,34,white,happy
2813,4594,29,latino hispanic,angry
2814,4595,24,white,happy
2815,4596,26,white,happy
2816,4597,26,latino hispanic,happy
2817,4598,25,latino hispanic,happy
2818,4599,24,white,happy
2819,4600,25,white,happy
2820,4601,24,latino hispanic,happy
2821,4602,31,white,neutral
2822,4603,32,white,sad
2823,4604,24,latino hispanic,neutral
2824,5725,32,white,happy
2825,5726,36,white,happy
2826,5727,26,white,happy
2827,5728,26,white,happy
2828,5729,35,white,happy
2829,5730,31,white,happy
2830,5731,36,white,neutral
2831,5732,36,white,neutral
2832,5733,28,latino hispanic,happy
2833,5734,37,white,happy
2834,5735,28,white,happy
2835,5736,35,white,neutral
2836,5737,35,middle eastern,happy
2837,5738,33,white,neutral
2838,1924,46,latino hispanic,happy
2839,1925,40,latino hispanic,sad
2840,1926,39,latino hispanic,happy
2841,1928,26,middle eastern,happy
2842,1929,45,latino hispanic,happy
2843,1931,40,middle eastern,happy
2844,1933,51,white,happy
2845,1934,44,latino hispanic,neutral
2846,1935,43,white,neutral
2847,1936,38,latino hispanic,happy
2848,1937,40,middle eastern,happy
2849,5739,25,white,happy
2850,5740,26,white,neutral
2851,5741,26,white,happy
2852,5742,28,white,happy
2853,5743,31,white,fear
2854,5744,39,white,happy
2855,5745,29,white,happy
2856,5746,35,white,happy
2857,5747,34,white,happy
2858,5748,25,white,happy
2859,5749,29,white,happy
2860,5750,24,white,neutral
2861,5751,24,white,neutral
2862,5752,23,white,neutral
2863,5753,33,white,happy
2864,5754,23,white,neutral
2865,5755,29,white,happy
2866,5756,27,white,neutral
2867,5757,23,white,happy
2868,5758,27,white,neutral
2869,5759,31,white,happy
2870,5760,27,white,happy
2871,5761,26,white,neutral
2872,5762,30,white,happy
2873,1862,29,white,happy
2874,1863,31,white,happy
2875,1865,22,white,happy
2876,1866,31,white,neutral
2877,2664,36,white,happy
2878,1543,38,white,fear
2879,1544,34,asian,surprise
2880,1545,34,white,neutral
2881,1546,34,white,neutral
2882,1547,39,white,happy
2883,1549,41,latino hispanic,surprise
2884,1552,39,white,happy
2885,1554,36,white,happy
2886,1556,44,white,happy
2887,5763,46,white,sad
2888,5764,38,asian,sad
2889,5765,30,white,happy
2890,5766,31,latino hispanic,happy
2891,5767,29,asian,happy
2892,5768,28,asian,happy
2893,5769,35,asian,happy
2894,5770,22,asian,happy
2895,5771,26,asian,happy
2896,5772,34,asian,neutral
2897,5773,46,white,happy
2898,5774,36,white,angry
2899,857,49,white,angry
2900,860,27,white,happy
2901,862,48,white,neutral
2902,1900,32,latino hispanic,neutral
2903,1903,27,black,neutral
2904,2810,29,white,neutral
2905,2811,27,white,neutral
2906,2813,30,latino hispanic,neutral
2907,2814,30,latino hispanic,happy
2908,2815,28,latino hispanic,sad
2909,2816,29,white,neutral
2910,5775,25,white,neutral
2911,5776,21,white,happy
2912,5777,27,white,neutral
2913,5778,25,white,neutral
2914,5779,23,white,happy
2915,5780,28,white,neutral
2916,5781,24,white,neutral
2917,3692,33,white,sad
2918,3694,37,middle eastern,happy
2919,3695,46,white,angry
2920,3697,39,white,neutral
2921,3700,47,indian,happy
2922,190,48,middle eastern,neutral
2923,4976,32,asian,neutral
2924,4977,37,white,happy
2925,4978,44,white,sad
2926,4979,44,white,neutral
2927,4153,38,white,neutral
2928,1120,41,white,happy
2929,1121,40,white,neutral
2930,1122,42,white,happy
2931,1123,50,white,happy
2932,1125,45,white,neutral
2933,1126,38,white,happy
2934,1127,34,indian,happy
2935,1128,42,white,neutral
2936,1129,39,white,happy
2937,1130,33,white,happy
2938,1131,45,white,neutral
2939,1132,44,white,happy
2940,3613,36,white,happy
2941,3614,39,white,happy
2942,3615,37,white,happy
2943,3616,39,white,happy
2944,3617,35,white,happy
2945,2954,34,white,happy
2946,2955,29,white,happy
2947,2956,28,white,happy
2948,2957,30,white,happy
2949,2958,31,white,happy
2950,5782,27,white,happy
2951,5783,25,latino hispanic,happy
2952,5784,28,latino hispanic,happy
2953,5785,29,indian,neutral
2954,5786,30,latino hispanic,happy
2955,5787,34,white,happy
2956,5788,39,asian,happy
2957,5789,33,white,neutral
2958,5790,37,white,neutral
2959,5791,36,white,happy
2960,5792,33,white,happy
2961,5793,33,white,happy
2962,5794,35,white,happy
2963,5795,32,white,happy
2964,5796,31,white,happy
2965,5797,33,white,happy
2966,5798,32,white,happy
2967,5800,35,white,happy
2968,5801,30,white,happy
2969,5802,25,white,neutral
2970,5803,29,white,happy
2971,4980,44,white,fear
2972,4981,28,asian,happy
2973,4982,35,white,happy
2974,4983,33,white,neutral
2975,4984,38,white,fear
2976,4985,40,white,neutral
2977,4986,34,white,happy
2978,4987,28,white,happy
2979,4988,33,white,happy
2980,4989,34,white,neutral
2981,4129,32,asian,neutral
2982,4130,28,latino hispanic,happy
2983,4132,32,asian,happy
2984,4133,33,asian,angry
2985,4134,28,asian,happy
2986,3272,32,asian,happy
2987,3274,28,black,angry
2988,3275,34,latino hispanic,happy
2989,3276,24,latino hispanic,fear
2990,3277,38,black,happy
2991,3278,40,latino hispanic,neutral
2992,3279,25,latino hispanic,happy
2993,3280,38,latino hispanic,happy
2994,3281,35,latino hispanic,angry
2995,3282,31,black,happy
2996,3283,28,latino hispanic,neutral
2997,3284,37,black,happy
2998,3285,32,black,neutral
2999,3286,31,latino hispanic,happy
3000,3287,41,latino hispanic,fear
3001,3288,27,black,happy
3002,3289,31,latino hispanic,happy
3003,3290,30,black,happy
3004,3291,28,black,sad
3005,3292,31,black,sad
3006,3293,26,black,happy
3007,3295,31,black,happy
3008,3296,35,black,happy
3009,1991,31,black,happy
3010,1992,39,black,happy
3011,61,37,latino hispanic,sad
3012,62,30,latino hispanic,neutral
3013,64,32,latino hispanic,fear
3014,65,27,latino hispanic,neutral
3015,67,30,asian,neutral
3016,68,31,white,neutral
3017,69,43,latino hispanic,angry
3018,70,29,asian,neutral
3019,71,35,latino hispanic,angry
3020,72,30,latino hispanic,happy
3021,5804,26,white,neutral
3022,5805,37,white,sad
3023,5806,43,white,happy
3024,5807,38,white,neutral
3025,5808,35,white,happy
3026,5809,30,white,happy
3027,5810,49,white,happy
3028,5811,48,white,happy
3029,2649,31,black,happy
3030,2650,24,black,happy
3031,2651,24,black,happy
3032,2652,28,white,sad
3033,2653,32,black,happy
3034,2634,32,black,happy
3035,2635,26,black,happy
3036,2636,27,black,neutral
3037,2637,26,black,neutral
3038,3514,43,white,happy
3039,3515,50,white,neutral
3040,3516,39,white,happy
3041,3517,39,white,happy
3042,3518,43,white,happy
3043,3519,43,white,happy
3044,3520,44,white,happy
3045,3521,38,asian,sad
3046,3522,47,white,sad
3047,3523,43,latino hispanic,neutral
3048,3524,24,white,happy
3049,3527,42,white,happy
3050,3528,44,white,neutral
3051,3529,28,white,happy
3052,3530,39,white,happy
3053,5820,32,white,happy
3054,5821,27,white,neutral
3055,5822,23,white,neutral
3056,5823,22,white,neutral
3057,5824,21,white,neutral
3058,5825,29,white,neutral
3059,5826,21,white,neutral
3060,5827,22,latino hispanic,neutral
3061,5828,26,white,happy
3062,5829,30,white,happy
3063,5830,23,white,happy
3064,5831,25,white,happy
3065,5832,27,latino hispanic,happy
3066,5833,24,white,neutral
3067,5834,27,white,happy
3068,5835,26,white,happy
3069,5836,28,white,neutral
3070,5837,25,white,happy
3071,4409,28,white,neutral
3072,4410,38,white,neutral
3073,4411,33,white,angry
3074,4412,32,white,neutral
3075,4413,37,white,neutral
3076,4414,33,white,neutral
3077,4415,35,white,angry
3078,4416,36,white,happy
3079,4417,26,white,sad
3080,4418,30,white,neutral
3081,4419,33,white,happy
3082,4421,35,white,happy
3083,4422,41,white,happy
3084,4423,34,white,happy
3085,4424,42,white,angry
3086,5838,24,white,happy
3087,5839,25,white,happy
3088,5840,24,white,neutral
3089,5841,28,white,neutral
3090,5842,25,white,neutral
3091,5843,23,white,neutral
3092,5844,25,white,happy
3093,5845,31,white,neutral
3094,5846,27,white,happy
3095,5847,34,white,neutral
3096,5848,26,white,happy
3097,736,25,latino hispanic,happy
3098,737,27,white,happy
3099,738,27,latino hispanic,happy
3100,739,34,latino hispanic,sad
3101,740,24,indian,happy
3102,5856,33,white,neutral
3103,5858,31,white,neutral
3104,5859,31,white,happy
3105,5860,38,white,sad
3106,5861,34,white,neutral
3107,5862,37,white,neutral
3108,5864,34,white,neutral
3109,5865,40,white,neutral
